gid,no_cidade,nome_da_nidade,valor,taxa
6824,Corumbiara,<i>Corumbiara</i>,<b>2</b>,2
9999,São Joaquim do Monte,<i>São Joaquim do Monte</i>,<b>2</b>,2
6039,Rio Bom,<i>Rio Bom</i>,<b>0</b>,0
8289,Americana,<i>Americana</i>,<b>6</b>,6
8953,Colinas do Tocantins,<i>Colinas do Tocantins</i>,<b>6</b>,6
10298,Bonfinópolis de Minas,<i>Bonfinópolis de Minas</i>,<b>1</b>,1
10343,Caparaó,<i>Caparaó</i>,<b>0</b>,0
5603,Cachoeira do Piriá,<i>Cachoeira do Piriá</i>,<b>5</b>,5
6430,Afonso Bezerra,<i>Afonso Bezerra</i>,<b>2</b>,2
6273,Lages,<i>Lages</i>,<b>12</b>,12
8611,Mirassol,<i>Mirassol</i>,<b>3</b>,3
6407,Treze Tílias,<i>Treze Tílias</i>,<b>1</b>,1
9545,Nova Boa Vista,<i>Nova Boa Vista</i>,<b>1</b>,1
9942,Jupi,<i>Jupi</i>,<b>0</b>,0
10655,Lontra,<i>Lontra</i>,<b>1</b>,1
6128,Alto Paraíso,<i>Alto Paraíso</i>,<b>0</b>,0
10394,Cláudio,<i>Cláudio</i>,<b>3</b>,3
6088,São Pedro do Ivaí,<i>São Pedro do Ivaí</i>,<b>1</b>,1
6501,Lajes,<i>Lajes</i>,<b>0</b>,0
10307,Brazópolis,<i>Brazópolis</i>,<b>1</b>,1
8456,Franca,<i>Franca</i>,<b>8</b>,8
10518,Galiléia,<i>Galiléia</i>,<b>0</b>,0
8279,Alambari,<i>Alambari</i>,<b>0</b>,0
6316,Palmitos,<i>Palmitos</i>,<b>2</b>,2
8365,Cabrália Paulista,<i>Cabrália Paulista</i>,<b>1</b>,1
5663,Parauapebas,<i>Parauapebas</i>,<b>7</b>,7
6805,Sousa,<i>Sousa</i>,<b>6</b>,6
10197,Amajari,<i>Amajari</i>,<b>9</b>,9
8334,Barrinha,<i>Barrinha</i>,<b>2</b>,2
10593,Itaú de Minas,<i>Itaú de Minas</i>,<b>0</b>,0
7687,Amparo de São Francisco,<i>Amparo de São Francisco</i>,<b>0</b>,0
8995,Muricilândia,<i>Muricilândia</i>,<b>0</b>,0
7703,Cumbe,<i>Cumbe</i>,<b>1</b>,1
10510,Frei Gaspar,<i>Frei Gaspar</i>,<b>0</b>,0
6214,Doutor Pedrinho,<i>Doutor Pedrinho</i>,<b>0</b>,0
6912,Barreiras do Piauí,<i>Barreiras do Piauí</i>,<b>0</b>,0
7746,Rosário do Catete,<i>Rosário do Catete</i>,<b>0</b>,0
10318,Cachoeira Dourada,<i>Cachoeira Dourada</i>,<b>0</b>,0
10365,Carmo do Cajuru,<i>Carmo do Cajuru</i>,<b>1</b>,1
11048,Varzelândia,<i>Varzelândia</i>,<b>1</b>,1
6115,Tunas do Paraná,<i>Tunas do Paraná</i>,<b>1</b>,1
6207,Criciúma,<i>Criciúma</i>,<b>8</b>,8
6646,Campina Grande,<i>Campina Grande</i>,<b>10</b>,10
8225,Nilópolis,<i>Nilópolis</i>,<b>2</b>,2
5757,Assaí,<i>Assaí</i>,<b>0</b>,0
10360,Carlos Chagas,<i>Carlos Chagas</i>,<b>0</b>,0
5773,Bocaiúva do Sul,<i>Bocaiúva do Sul</i>,<b>2</b>,2
9139,Guimarães,<i>Guimarães</i>,<b>4</b>,4
9235,São João do Paraíso,<i>São João do Paraíso</i>,<b>4</b>,4
10452,Diogo de Vasconcelos,<i>Diogo de Vasconcelos</i>,<b>2</b>,2
6364,Santa Rosa do Sul,<i>Santa Rosa do Sul</i>,<b>0</b>,0
11027,Tumiritinga,<i>Tumiritinga</i>,<b>2</b>,2
6714,Maturéia,<i>Maturéia</i>,<b>1</b>,1
10238,Amparo do Serra,<i>Amparo do Serra</i>,<b>0</b>,0
11130,São Gabriel da Palha,<i>São Gabriel da Palha</i>,<b>1</b>,1
9873,Brejão,<i>Brejão</i>,<b>3</b>,3
9960,Orocó,<i>Orocó</i>,<b>9</b>,9
10768,Passa Tempo,<i>Passa Tempo</i>,<b>0</b>,0
10903,Santa Rita de Minas,<i>Santa Rita de Minas</i>,<b>0</b>,0
8453,Floreal,<i>Floreal</i>,<b>0</b>,0
6924,Bonfim do Piauí,<i>Bonfim do Piauí</i>,<b>1</b>,1
9884,Camaragibe,<i>Camaragibe</i>,<b>11</b>,11
8092,Rio do Pires,<i>Rio do Pires</i>,<b>3</b>,3
5834,Doutor Camargo,<i>Doutor Camargo</i>,<b>0</b>,0
7081,São João da Canabrava,<i>São João da Canabrava</i>,<b>0</b>,0
6498,Lagoa de Velhos,<i>Lagoa de Velhos</i>,<b>1</b>,1
6897,Alto Longá,<i>Alto Longá</i>,<b>1</b>,1
11000,Serro,<i>Serro</i>,<b>3</b>,3
9879,Cabrobó,<i>Cabrobó</i>,<b>5</b>,5
6967,Dom Inocêncio,<i>Dom Inocêncio</i>,<b>2</b>,2
6372,São Carlos,<i>São Carlos</i>,<b>1</b>,1
7325,Canarana,<i>Canarana</i>,<b>4</b>,4
7327,Castanheira,<i>Castanheira</i>,<b>1</b>,1
6638,Cacimba de Areia,<i>Cacimba de Areia</i>,<b>0</b>,0
9754,Vespasiano Correa,<i>Vespasiano Correa</i>,<b>0</b>,0
7652,Santo Antônio de Goiás,<i>Santo Antônio de Goiás</i>,<b>1</b>,1
6890,Xapuri,<i>Xapuri</i>,<b>4</b>,4
7474,Bom Jesus de Goiás,<i>Bom Jesus de Goiás</i>,<b>3</b>,3
7310,Araguainha,<i>Araguainha</i>,<b>1</b>,1
10807,Piranguçu,<i>Piranguçu</i>,<b>0</b>,0
6045,Roncador,<i>Roncador</i>,<b>1</b>,1
9186,Paraibano,<i>Paraibano</i>,<b>1</b>,1
8520,Itaí,<i>Itaí</i>,<b>0</b>,0
6193,Capivari de Baixo,<i>Capivari de Baixo</i>,<b>2</b>,2
10446,Delfinópolis,<i>Delfinópolis</i>,<b>0</b>,0
8989,Maurilândia do Tocantins,<i>Maurilândia do Tocantins</i>,<b>1</b>,1
9242,São Mateus do Maranhão,<i>São Mateus do Maranhão</i>,<b>1</b>,1
10107,Pilar,<i>Pilar</i>,<b>1</b>,1
9050,Tocantinópolis,<i>Tocantinópolis</i>,<b>2</b>,2
8067,Planaltino,<i>Planaltino</i>,<b>1</b>,1
5955,Miraselva,<i>Miraselva</i>,<b>0</b>,0
10364,Carmo de Minas,<i>Carmo de Minas</i>,<b>1</b>,1
6232,Guabiruba,<i>Guabiruba</i>,<b>1</b>,1
5612,Conceição do Araguaia,<i>Conceição do Araguaia</i>,<b>2</b>,2
7936,Itabela,<i>Itabela</i>,<b>0</b>,0
9070,Araioses,<i>Araioses</i>,<b>1</b>,1
6346,Rio das Antas,<i>Rio das Antas</i>,<b>0</b>,0
9646,Santo Antônio do Palma,<i>Santo Antônio do Palma</i>,<b>0</b>,0
6400,Tijucas,<i>Tijucas</i>,<b>1</b>,1
5762,Bandeirantes,<i>Bandeirantes</i>,<b>1</b>,1
6212,Dionísio Cerqueira,<i>Dionísio Cerqueira</i>,<b>1</b>,1
9095,Buriticupu,<i>Buriticupu</i>,<b>12</b>,12
9949,Lajedo,<i>Lajedo</i>,<b>3</b>,3
7615,Palmelo,<i>Palmelo</i>,<b>1</b>,1
6941,Capitão de Campos,<i>Capitão de Campos</i>,<b>1</b>,1
6356,Romelândia,<i>Romelândia</i>,<b>0</b>,0
6725,Olho d'Água,<i>Olho d'Água</i>,<b>2</b>,2
8217,Magé,<i>Magé</i>,<b>7</b>,7
9260,Tufilândia,<i>Tufilândia</i>,<b>2</b>,2
6586,Touros,<i>Touros</i>,<b>6</b>,6
11040,Urucânia,<i>Urucânia</i>,<b>0</b>,0
9213,Rosário,<i>Rosário</i>,<b>6</b>,6
6405,Treviso,<i>Treviso</i>,<b>1</b>,1
10758,Palma,<i>Palma</i>,<b>2</b>,2
6126,Vera Cruz do Oeste,<i>Vera Cruz do Oeste</i>,<b>1</b>,1
8996,Natividade,<i>Natividade</i>,<b>0</b>,0
9817,Laguna Carapã,<i>Laguna Carapã</i>,<b>2</b>,2
7499,Catalão,<i>Catalão</i>,<b>8</b>,8
8882,Torrinha,<i>Torrinha</i>,<b>0</b>,0
7910,Ibicoara,<i>Ibicoara</i>,<b>1</b>,1
10723,Naque,<i>Naque</i>,<b>0</b>,0
8033,Nazaré,<i>Nazaré</i>,<b>2</b>,2
9764,Vista Alegre do Prata,<i>Vista Alegre do Prata</i>,<b>1</b>,1
7021,Monsenhor Gil,<i>Monsenhor Gil</i>,<b>1</b>,1
9254,Sucupira do Norte,<i>Sucupira do Norte</i>,<b>1</b>,1
9888,Capoeiras,<i>Capoeiras</i>,<b>3</b>,3
5929,Mamborê,<i>Mamborê</i>,<b>1</b>,1
7859,Cipó,<i>Cipó</i>,<b>2</b>,2
8332,Barra do Turvo,<i>Barra do Turvo</i>,<b>1</b>,1
10279,Belo Vale,<i>Belo Vale</i>,<b>3</b>,3
9110,Centro Novo do Maranhão,<i>Centro Novo do Maranhão</i>,<b>3</b>,3
10804,Piracema,<i>Piracema</i>,<b>0</b>,0
10082,Maravilha,<i>Maravilha</i>,<b>1</b>,1
7466,Arenópolis,<i>Arenópolis</i>,<b>0</b>,0
10374,Cascalho Rico,<i>Cascalho Rico</i>,<b>0</b>,0
10954,São José do Alegre,<i>São José do Alegre</i>,<b>0</b>,0
8204,Engenheiro Paulo de Frontin,<i>Engenheiro Paulo de Frontin</i>,<b>1</b>,1
8214,Laje do Muriaé,<i>Laje do Muriaé</i>,<b>3</b>,3
6857,Monte Negro,<i>Monte Negro</i>,<b>1</b>,1
10288,Bocaina de Minas,<i>Bocaina de Minas</i>,<b>0</b>,0
11138,Viana,<i>Viana</i>,<b>5</b>,5
5614,Cumaru do Norte,<i>Cumaru do Norte</i>,<b>3</b>,3
6934,Campinas do Piauí,<i>Campinas do Piauí</i>,<b>0</b>,0
9554,Nova Ramada,<i>Nova Ramada</i>,<b>0</b>,0
7224,Mauriti,<i>Mauriti</i>,<b>4</b>,4
6764,Santa Inês,<i>Santa Inês</i>,<b>0</b>,0
10123,São Luís do Quitunde,<i>São Luís do Quitunde</i>,<b>0</b>,0
6880,Manoel Urbano,<i>Manoel Urbano</i>,<b>1</b>,1
6475,Governador Dix-Sept Rosado,<i>Governador Dix-Sept Rosado</i>,<b>3</b>,3
8371,Caiabu,<i>Caiabu</i>,<b>0</b>,0
9288,Antônio Prado,<i>Antônio Prado</i>,<b>2</b>,2
9222,Santana do Maranhão,<i>Santana do Maranhão</i>,<b>0</b>,0
9880,Cachoeirinha,<i>Cachoeirinha</i>,<b>2</b>,2
8855,Suzano,<i>Suzano</i>,<b>8</b>,8
8075,Presidente Dutra,<i>Presidente Dutra</i>,<b>3</b>,3
7329,Cláudia,<i>Cláudia</i>,<b>0</b>,0
10069,Jacaré dos Homens,<i>Jacaré dos Homens</i>,<b>0</b>,0
6305,Nova Veneza,<i>Nova Veneza</i>,<b>0</b>,0
7007,Lagoa do Piauí,<i>Lagoa do Piauí</i>,<b>1</b>,1
6756,Riacho de Santo Antônio,<i>Riacho de Santo Antônio</i>,<b>1</b>,1
8105,Santa Maria da Vitória,<i>Santa Maria da Vitória</i>,<b>1</b>,1
10640,Lagoa Formosa,<i>Lagoa Formosa</i>,<b>1</b>,1
10104,Paulo Jacinto,<i>Paulo Jacinto</i>,<b>1</b>,1
10388,Chapada do Norte,<i>Chapada do Norte</i>,<b>1</b>,1
8986,Luzinópolis,<i>Luzinópolis</i>,<b>1</b>,1
9236,São João do Soter,<i>São João do Soter</i>,<b>2</b>,2
6312,Painel,<i>Painel</i>,<b>1</b>,1
8431,Duartina,<i>Duartina</i>,<b>2</b>,2
9092,Brejo de Areia,<i>Brejo de Areia</i>,<b>2</b>,2
11004,Simão Pereira,<i>Simão Pereira</i>,<b>0</b>,0
10160,Humaitá,<i>Humaitá</i>,<b>7</b>,7
10205,Mucajaí,<i>Mucajaí</i>,<b>9</b>,9
10840,Raul Soares,<i>Raul Soares</i>,<b>2</b>,2
6629,Boqueirão,<i>Boqueirão</i>,<b>4</b>,4
7187,Ibaretama,<i>Ibaretama</i>,<b>3</b>,3
5903,Jandaia do Sul,<i>Jandaia do Sul</i>,<b>2</b>,2
8756,Ribeirão Grande,<i>Ribeirão Grande</i>,<b>1</b>,1
6119,Ubiratã,<i>Ubiratã</i>,<b>2</b>,2
8975,Itacajá,<i>Itacajá</i>,<b>1</b>,1
7049,Pedro Laurentino,<i>Pedro Laurentino</i>,<b>2</b>,2
6704,Malta,<i>Malta</i>,<b>0</b>,0
7826,Caetanos,<i>Caetanos</i>,<b>2</b>,2
10361,Carmésia,<i>Carmésia</i>,<b>0</b>,0
10334,Campo do Meio,<i>Campo do Meio</i>,<b>0</b>,0
8451,Ferraz de Vasconcelos,<i>Ferraz de Vasconcelos</i>,<b>4</b>,4
6828,Jaru,<i>Jaru</i>,<b>0</b>,0
8627,Morro Agudo,<i>Morro Agudo</i>,<b>3</b>,3
8205,Guapimirim,<i>Guapimirim</i>,<b>4</b>,4
6975,Francinópolis,<i>Francinópolis</i>,<b>0</b>,0
8221,Mesquita,<i>Mesquita</i>,<b>7</b>,7
9926,Ipojuca,<i>Ipojuca</i>,<b>3</b>,3
10454,Divinésia,<i>Divinésia</i>,<b>0</b>,0
5914,Jussara,<i>Jussara</i>,<b>0</b>,0
5790,Campo Bonito,<i>Campo Bonito</i>,<b>1</b>,1
7274,Santana do Cariri,<i>Santana do Cariri</i>,<b>1</b>,1
6909,Baixa Grande do Ribeiro,<i>Baixa Grande do Ribeiro</i>,<b>4</b>,4
10221,Águas Vermelhas,<i>Águas Vermelhas</i>,<b>1</b>,1
6011,Porto Amazonas,<i>Porto Amazonas</i>,<b>1</b>,1
6654,Conceição,<i>Conceição</i>,<b>1</b>,1
8539,Itatinga,<i>Itatinga</i>,<b>1</b>,1
9220,Santa Quitéria do Maranhão,<i>Santa Quitéria do Maranhão</i>,<b>0</b>,0
9656,São Francisco de Paula,<i>São Francisco de Paula</i>,<b>1</b>,1
8438,Embu das Artes,<i>Embu das Artes</i>,<b>4</b>,4
6821,Cacoal,<i>Cacoal</i>,<b>7</b>,7
5600,Breu Branco,<i>Breu Branco</i>,<b>9</b>,9
8505,Ilha Solteira,<i>Ilha Solteira</i>,<b>2</b>,2
8939,Bernardo Sayão,<i>Bernardo Sayão</i>,<b>1</b>,1
7926,Inhambupe,<i>Inhambupe</i>,<b>2</b>,2
8760,Rifaina,<i>Rifaina</i>,<b>0</b>,0
8764,Rio das Pedras,<i>Rio das Pedras</i>,<b>3</b>,3
6099,Siqueira Campos,<i>Siqueira Campos</i>,<b>1</b>,1
6461,Currais Novos,<i>Currais Novos</i>,<b>2</b>,2
7446,Água Limpa,<i>Água Limpa</i>,<b>1</b>,1
7641,Santa Bárbara de Goiás,<i>Santa Bárbara de Goiás</i>,<b>1</b>,1
10649,Leandro Ferreira,<i>Leandro Ferreira</i>,<b>0</b>,0
10612,Japonvar,<i>Japonvar</i>,<b>0</b>,0
5851,Formosa do Oeste,<i>Formosa do Oeste</i>,<b>1</b>,1
6594,Vila Flor,<i>Vila Flor</i>,<b>1</b>,1
6513,Monte Alegre,<i>Monte Alegre</i>,<b>3</b>,3
9997,São Caitano,<i>São Caitano</i>,<b>3</b>,3
10224,Alagoa,<i>Alagoa</i>,<b>0</b>,0
8715,Poá,<i>Poá</i>,<b>1</b>,1
7008,Lagoa do Sítio,<i>Lagoa do Sítio</i>,<b>1</b>,1
7209,Jaguaribe,<i>Jaguaribe</i>,<b>3</b>,3
7436,Vila Rica,<i>Vila Rica</i>,<b>3</b>,3
7677,Uirapuru,<i>Uirapuru</i>,<b>1</b>,1
9130,Gonçalves Dias,<i>Gonçalves Dias</i>,<b>1</b>,1
6776,São Francisco,<i>São Francisco</i>,<b>0</b>,0
9789,Caracol,<i>Caracol</i>,<b>0</b>,0
5575,Abel Figueiredo,<i>Abel Figueiredo</i>,<b>1</b>,1
8058,Pedro Alexandre,<i>Pedro Alexandre</i>,<b>2</b>,2
10541,Gurinhatã,<i>Gurinhatã</i>,<b>1</b>,1
10234,Alto Rio Doce,<i>Alto Rio Doce</i>,<b>1</b>,1
10471,Dores do Turvo,<i>Dores do Turvo</i>,<b>1</b>,1
9350,Canguçu,<i>Canguçu</i>,<b>1</b>,1
9417,Entre Rios do Sul,<i>Entre Rios do Sul</i>,<b>0</b>,0
6748,Puxinanã,<i>Puxinanã</i>,<b>3</b>,3
7754,São Francisco,<i>São Francisco</i>,<b>1</b>,1
5965,Nova Esperança,<i>Nova Esperança</i>,<b>1</b>,1
8552,Jales,<i>Jales</i>,<b>4</b>,4
8970,Goianorte,<i>Goianorte</i>,<b>1</b>,1
8389,Capela do Alto,<i>Capela do Alto</i>,<b>1</b>,1
6439,Arês,<i>Arês</i>,<b>1</b>,1
8533,Itapuí,<i>Itapuí</i>,<b>1</b>,1
10799,Piedade do Rio Grande,<i>Piedade do Rio Grande</i>,<b>1</b>,1
9685,São Valentim,<i>São Valentim</i>,<b>0</b>,0
8395,Cássia dos Coqueiros,<i>Cássia dos Coqueiros</i>,<b>0</b>,0
8470,Guapiaçu,<i>Guapiaçu</i>,<b>5</b>,5
8678,Parisi,<i>Parisi</i>,<b>1</b>,1
6203,Coronel Freitas,<i>Coronel Freitas</i>,<b>0</b>,0
7832,Camaçari,<i>Camaçari</i>,<b>8</b>,8
8877,Teodoro Sampaio,<i>Teodoro Sampaio</i>,<b>3</b>,3
10306,Braúnas,<i>Braúnas</i>,<b>1</b>,1
6469,Fernando Pedroza,<i>Fernando Pedroza</i>,<b>1</b>,1
9814,Jateí,<i>Jateí</i>,<b>0</b>,0
10500,Fervedouro,<i>Fervedouro</i>,<b>1</b>,1
6963,Demerval Lobão,<i>Demerval Lobão</i>,<b>2</b>,2
9503,Lajeado,<i>Lajeado</i>,<b>3</b>,3
9393,Crissiumal,<i>Crissiumal</i>,<b>1</b>,1
5994,Perobal,<i>Perobal</i>,<b>0</b>,0
8340,Bento de Abreu,<i>Bento de Abreu</i>,<b>0</b>,0
5906,Japurá,<i>Japurá</i>,<b>0</b>,0
10099,Palmeira dos Índios,<i>Palmeira dos Índios</i>,<b>3</b>,3
8063,Pintadas,<i>Pintadas</i>,<b>0</b>,0
9595,Ponte Preta,<i>Ponte Preta</i>,<b>0</b>,0
5787,Campina da Lagoa,<i>Campina da Lagoa</i>,<b>1</b>,1
6299,Morro da Fumaça,<i>Morro da Fumaça</i>,<b>2</b>,2
6750,Quixabá,<i>Quixabá</i>,<b>1</b>,1
10028,Vertente do Lério,<i>Vertente do Lério</i>,<b>1</b>,1
9104,Carolina,<i>Carolina</i>,<b>3</b>,3
9257,Timbiras,<i>Timbiras</i>,<b>0</b>,0
7545,Hidrolândia,<i>Hidrolândia</i>,<b>2</b>,2
6742,Pocinhos,<i>Pocinhos</i>,<b>5</b>,5
9579,Pedras Altas,<i>Pedras Altas</i>,<b>0</b>,0
11032,Ubaí,<i>Ubaí</i>,<b>0</b>,0
9094,Buriti Bravo,<i>Buriti Bravo</i>,<b>3</b>,3
6197,Cerro Negro,<i>Cerro Negro</i>,<b>1</b>,1
10119,Santana do Mundaú,<i>Santana do Mundaú</i>,<b>2</b>,2
6061,Santa Maria do Oeste,<i>Santa Maria do Oeste</i>,<b>2</b>,2
7312,Arenápolis,<i>Arenápolis</i>,<b>1</b>,1
5630,Irituia,<i>Irituia</i>,<b>3</b>,3
7759,Tobias Barreto,<i>Tobias Barreto</i>,<b>6</b>,6
10124,São Miguel dos Campos,<i>São Miguel dos Campos</i>,<b>6</b>,6
8128,Saúde,<i>Saúde</i>,<b>2</b>,2
7196,Ipu,<i>Ipu</i>,<b>8</b>,8
6727,Ouro Velho,<i>Ouro Velho</i>,<b>1</b>,1
7297,Varjota,<i>Varjota</i>,<b>4</b>,4
6495,Jundiá,<i>Jundiá</i>,<b>1</b>,1
9889,Carnaíba,<i>Carnaíba</i>,<b>3</b>,3
7535,Goiânia,<i>Goiânia</i>,<b>12</b>,12
7701,Cedro de São João,<i>Cedro de São João</i>,<b>0</b>,0
10609,Janaúba,<i>Janaúba</i>,<b>4</b>,4
8945,Campos Lindos,<i>Campos Lindos</i>,<b>0</b>,0
6535,Pendências,<i>Pendências</i>,<b>1</b>,1
6140,Águas Mornas,<i>Águas Mornas</i>,<b>1</b>,1
7250,Parambu,<i>Parambu</i>,<b>3</b>,3
8055,Paulo Afonso,<i>Paulo Afonso</i>,<b>2</b>,2
8472,Guará,<i>Guará</i>,<b>1</b>,1
9338,Camargo,<i>Camargo</i>,<b>1</b>,1
6994,Jatobá do Piauí,<i>Jatobá do Piauí</i>,<b>1</b>,1
8572,Leme,<i>Leme</i>,<b>2</b>,2
8455,Florínia,<i>Florínia</i>,<b>0</b>,0
9372,Cerro Grande do Sul,<i>Cerro Grande do Sul</i>,<b>2</b>,2
11095,Ibiraçu,<i>Ibiraçu</i>,<b>2</b>,2
7101,Simões,<i>Simões</i>,<b>2</b>,2
8554,Jandira,<i>Jandira</i>,<b>4</b>,4
10547,Ibiracatu,<i>Ibiracatu</i>,<b>0</b>,0
8681,Paulínia,<i>Paulínia</i>,<b>0</b>,0
6147,Antônio Carlos,<i>Antônio Carlos</i>,<b>1</b>,1
10034,Anadia,<i>Anadia</i>,<b>1</b>,1
6871,Assis Brasil,<i>Assis Brasil</i>,<b>5</b>,5
6723,Nova Olinda,<i>Nova Olinda</i>,<b>2</b>,2
10505,Fortuna de Minas,<i>Fortuna de Minas</i>,<b>1</b>,1
8015,Matina,<i>Matina</i>,<b>2</b>,2
7569,Jaupaci,<i>Jaupaci</i>,<b>1</b>,1
9208,Presidente Vargas,<i>Presidente Vargas</i>,<b>2</b>,2
6729,Passagem,<i>Passagem</i>,<b>1</b>,1
7174,Fortaleza,<i>Fortaleza</i>,<b>22</b>,22
9344,Campo Novo,<i>Campo Novo</i>,<b>0</b>,0
5923,Lobato,<i>Lobato</i>,<b>1</b>,1
8987,Marianópolis do Tocantins,<i>Marianópolis do Tocantins</i>,<b>0</b>,0
7254,Pentecoste,<i>Pentecoste</i>,<b>4</b>,4
8751,Ribeirão Bonito,<i>Ribeirão Bonito</i>,<b>0</b>,0
10163,Itacoatiara,<i>Itacoatiara</i>,<b>7</b>,7
9720,Tio Hugo,<i>Tio Hugo</i>,<b>0</b>,0
8372,Caieiras,<i>Caieiras</i>,<b>0</b>,0
8574,Limeira,<i>Limeira</i>,<b>4</b>,4
8964,Esperantina,<i>Esperantina</i>,<b>3</b>,3
6961,Curralinhos,<i>Curralinhos</i>,<b>1</b>,1
6833,Pimenta Bueno,<i>Pimenta Bueno</i>,<b>1</b>,1
8002,Maetinga,<i>Maetinga</i>,<b>3</b>,3
9713,Taquara,<i>Taquara</i>,<b>1</b>,1
10994,Serra da Saudade,<i>Serra da Saudade</i>,<b>0</b>,0
8902,Vargem,<i>Vargem</i>,<b>2</b>,2
8935,Babaçulândia,<i>Babaçulândia</i>,<b>2</b>,2
8959,Darcinópolis,<i>Darcinópolis</i>,<b>0</b>,0
7212,Jati,<i>Jati</i>,<b>0</b>,0
9709,Tabaí,<i>Tabaí</i>,<b>1</b>,1
9025,Rio da Conceição,<i>Rio da Conceição</i>,<b>0</b>,0
10979,Sardoá,<i>Sardoá</i>,<b>1</b>,1
7062,Riacho Frio,<i>Riacho Frio</i>,<b>1</b>,1
9887,Canhotinho,<i>Canhotinho</i>,<b>5</b>,5
10931,São Gonçalo do Abaeté,<i>São Gonçalo do Abaeté</i>,<b>0</b>,0
8521,Itajobi,<i>Itajobi</i>,<b>2</b>,2
7674,Trombas,<i>Trombas</i>,<b>1</b>,1
9355,Capão do Cipó,<i>Capão do Cipó</i>,<b>1</b>,1
9925,Ingazeira,<i>Ingazeira</i>,<b>1</b>,1
9983,Sairé,<i>Sairé</i>,<b>0</b>,0
10206,Normandia,<i>Normandia</i>,<b>11</b>,11
10538,Guidoval,<i>Guidoval</i>,<b>0</b>,0
10390,Chiador,<i>Chiador</i>,<b>0</b>,0
10192,Tefé,<i>Tefé</i>,<b>1</b>,1
7449,Aloândia,<i>Aloândia</i>,<b>1</b>,1
10218,Água Comprida,<i>Água Comprida</i>,<b>0</b>,0
8300,Apiaí,<i>Apiaí</i>,<b>2</b>,2
10704,Montalvânia,<i>Montalvânia</i>,<b>1</b>,1
10724,Natalândia,<i>Natalândia</i>,<b>0</b>,0
5806,Cerro Azul,<i>Cerro Azul</i>,<b>4</b>,4
5719,Amapá,<i>Amapá</i>,<b>3</b>,3
8093,Rio Real,<i>Rio Real</i>,<b>3</b>,3
11132,São Mateus,<i>São Mateus</i>,<b>9</b>,9
8390,Capivari,<i>Capivari</i>,<b>1</b>,1
8211,Itaperuna,<i>Itaperuna</i>,<b>8</b>,8
8601,Mauá,<i>Mauá</i>,<b>4</b>,4
8659,Oscar Bressane,<i>Oscar Bressane</i>,<b>0</b>,0
8394,Casa Branca,<i>Casa Branca</i>,<b>1</b>,1
8608,Mira Estrela,<i>Mira Estrela</i>,<b>0</b>,0
5913,Juranda,<i>Juranda</i>,<b>0</b>,0
8793,Santa Gertrudes,<i>Santa Gertrudes</i>,<b>3</b>,3
8966,Figueirópolis,<i>Figueirópolis</i>,<b>1</b>,1
9170,Matões do Norte,<i>Matões do Norte</i>,<b>4</b>,4
7162,Choró,<i>Choró</i>,<b>8</b>,8
10823,Porto Firme,<i>Porto Firme</i>,<b>2</b>,2
9905,Escada,<i>Escada</i>,<b>0</b>,0
6282,Luiz Alves,<i>Luiz Alves</i>,<b>0</b>,0
9791,Chapadão do Sul,<i>Chapadão do Sul</i>,<b>2</b>,2
10856,Rio Novo,<i>Rio Novo</i>,<b>0</b>,0
8726,Potim,<i>Potim</i>,<b>3</b>,3
10144,Benjamin Constant,<i>Benjamin Constant</i>,<b>2</b>,2
7127,Aquiraz,<i>Aquiraz</i>,<b>8</b>,8
6125,Ventania,<i>Ventania</i>,<b>0</b>,0
7587,Montes Claros de Goiás,<i>Montes Claros de Goiás</i>,<b>3</b>,3
10603,Jacinto,<i>Jacinto</i>,<b>3</b>,3
10726,Nazareno,<i>Nazareno</i>,<b>1</b>,1
8842,Sarutaiá,<i>Sarutaiá</i>,<b>1</b>,1
6290,Marema,<i>Marema</i>,<b>1</b>,1
8700,Pinhalzinho,<i>Pinhalzinho</i>,<b>0</b>,0
8369,Caconde,<i>Caconde</i>,<b>2</b>,2
6952,Colônia do Gurguéia,<i>Colônia do Gurguéia</i>,<b>3</b>,3
6307,Orleans,<i>Orleans</i>,<b>1</b>,1
5894,Itaúna do Sul,<i>Itaúna do Sul</i>,<b>2</b>,2
9225,São Benedito do Rio Preto,<i>São Benedito do Rio Preto</i>,<b>0</b>,0
11093,Guarapari,<i>Guarapari</i>,<b>1</b>,1
9523,Mato Queimado,<i>Mato Queimado</i>,<b>0</b>,0
9632,Santa Bárbara do Sul,<i>Santa Bárbara do Sul</i>,<b>1</b>,1
7656,São João d'Aliança,<i>São João d'Aliança</i>,<b>4</b>,4
8742,Quintana,<i>Quintana</i>,<b>1</b>,1
5820,Coronel Vivida,<i>Coronel Vivida</i>,<b>3</b>,3
7693,Boquim,<i>Boquim</i>,<b>3</b>,3
5992,Paulo Frontin,<i>Paulo Frontin</i>,<b>0</b>,0
7359,Juruena,<i>Juruena</i>,<b>1</b>,1
8971,Goiatins,<i>Goiatins</i>,<b>1</b>,1
6452,Canguaretama,<i>Canguaretama</i>,<b>3</b>,3
8190,Cabo Frio,<i>Cabo Frio</i>,<b>5</b>,5
9052,Tupiratins,<i>Tupiratins</i>,<b>1</b>,1
6665,Curral de Cima,<i>Curral de Cima</i>,<b>0</b>,0
10481,Esmeraldas,<i>Esmeraldas</i>,<b>1</b>,1
